name,genre,type,community_rating
redline pilot,"Cars, Sports",Special,6.553241767865565
sakamoto desu ga special,"Comedy, School, Seinen",Special,6.702844242055871
shadow skill,"Adventure, Drama, Fantasy, Shounen",OVA,6.544362617719807
thedoraemons strange sweets strange,Fantasy,Movie,6.473709979541811
tsukuyomi moon phase special,"Comedy, Dementia, Slice of Life",Special,6.6155135358788995
uchuu no kishi tekkaman blade ova burning clock,"Action, Mecha, Sci-Fi, Shounen",OVA,6.494942130688622
uchuu senkan yamato 2199 tsuioku no koukai,"Action, Drama, Military, Sci-Fi, Space",Special,6.489957045830126
ys tenkuu no shinden  adol christine no bouken,"Adventure, Demons, Drama, Fantasy, Magic",OVA,6.540621081445179
8gatsu no symphony shibuya 20022003,Music,Movie,6.484312941590588
afro samurai pilot,"Action, Martial Arts, Samurai, Seinen",Special,6.53702271717605
ai tenshi densetsu wedding peach dx,"Adventure, Comedy, Magic, Romance, Shoujo",OVA,6.545650756869648
appleseed,"Action, Adventure, Mecha, Police, Sci-Fi",OVA,6.6696059660746325
bakuto sengen daigander,"Adventure, Mecha, Sci-Fi, Shounen",TV,6.49538751743397
bari bari densetsu 1987,"Action, Drama, Shounen, Sports",Movie,6.478875399758601
gegege no kitarou 1996,"Adventure, Demons, Supernatural",TV,6.485798012803225
hashire shiroi ookami,Drama,Movie,6.47496207967104
je t1aime,Sci-Fi,OVA,6.55429670614852
kaibutsukun 1980,"Comedy, Horror, Kids",TV,6.468755709806156
ketsuekigatakun,Comedy,TV,6.5916442693722
kimagure orangeroad shounen jump special,"Drama, Romance, Shounen",OVA,6.515243804104502
kinnikuman ii sei muscle ninjin soudatsu sen choujin daisensou,"Action, Comedy, Drama, Martial Arts, Romance, Samurai",Movie,6.474199429873996
kiss dum engage planet,"Mecha, Military, Sci-Fi",TV,6.5956702344839435
konjiki no gash bell hashire gash ubawareta umagon,"Adventure, Comedy, Magic, Shounen, Supernatural",OVA,6.507407089788862
kyokujitsu no kantai,"Action, Drama, Historical, Military",OVA,6.4766332847333405
loveless specials,"Comedy, Fantasy, Romance, Shounen Ai, Supernatural",Special,6.643004983697394
lupin iii 2015 italian game,"Action, Adventure, Comedy, Shounen",Special,6.49028270608566
mahou no princess minky momo,"Magic, Shoujo",TV,6.521993934923027
mamotte shugogetten,"Comedy, Fantasy, Magic, Romance, Shounen",TV,6.573302405022895
meiji tokyo renka movie yumihari no serenade,"Fantasy, Harem, Romance, Shoujo",Movie,6.583996127633293
mirai nikki tv ura mirai nikki,"Action, Comedy, Mystery, Psychological, Shounen, Supernatural, Thriller",Special,6.715487961058851
moero top striker,"Action, Shounen, Sports",TV,6.51834300631417
nagareboshi lens,"Romance, Shoujo",OVA,6.64697364768254
nichijou tanken nichijou no machi,"Comedy, School, Slice of Life",Special,6.631403837078709
okusama ga seitokaichou ova okusama gekijou,"Comedy, Shounen",Special,6.529638515407135
pokemon best wishes season 2 decolora adventure  iris vs ibuki dragon master e no michi,"Action, Adventure, Comedy, Fantasy, Kids",Special,6.537267771050274
pokemon pichu to pikachu,"Adventure, Comedy, Fantasy, Kids",Movie,6.691561174273567
skull man,"Action, Mystery, Super Power",TV,6.6687151602917325
soreyuke uchuu senkan yamamoto yohko 1999,"Action, Adventure, Sci-Fi",TV,6.526527236200521
super robot taisen og the animation,"Mecha, Sci-Fi, Shounen, Space",OVA,6.5313805673030565
teekyuu 6,"Comedy, Shounen, Sports",TV,6.598510895888122
tokimeki memorial only love specials,"Comedy, School",Special,6.5483290735446396
uchuu senshi baldios,"Adventure, Drama, Mecha, Sci-Fi, Shounen, Space",TV,6.478565915425326
absolute duo,"Action, Ecchi, Harem, Romance, School, Supernatural",TV,6.7629673021348715
ai no gakko cuore monogatari,"Drama, Historical, Slice of Life",TV,6.491787674207006
akame ga kill theater,Comedy,ONA,6.696366427427924
amaenaide yo katsu damasarenaide yo,"Comedy, Ecchi, Romance, Supernatural",Special,6.619577489711565
bayonetta bloody fate,"Action, Demons, Fantasy, Super Power",Movie,6.676888754296559
chirorin mura monogatari,"Kids, Slice of Life",TV,6.472181989838889
chuunibyou demo koi ga shitai depth of field  ai to nikushimi gekijou,"Action, Mecha",Special,6.711640658931733
dcss da capo second season omake,"Comedy, Harem, Romance",Special,6.564367811076685
di gi charat hoshi no tabi,Comedy,Movie,6.514262484488955
dog days recap,"Action, Adventure, Fantasy, Magic",Special,6.518744032676889
esper mami,"Comedy, Ecchi, Magic, School, Super Power, Supernatural",TV,6.478329175138678
five star stories,"Action, Drama, Fantasy, Mecha, Sci-Fi",Movie,6.574787993225925
fushigi no umi no nadia specials,"Adventure, Sci-Fi",Special,6.5131883258146575
gambo,"Demons, Historical",Movie,6.558128107253987
ginga tetsudou 999 glass no clair,"Drama, Sci-Fi, Space",Movie,6.493203282116823
gs mikami gokuraku daisakusen,"Comedy, Fantasy",Movie,6.495727286562194
hamelin no violin hiki,"Adventure, Drama, Fantasy",TV,6.548343873332632
happylesson hoka hokakanna to futari kiri,"Comedy, Harem, Romance",Special,6.522291898469767
idaten jump,"Game, School, Sports",TV,6.530651486225738
iketeru futari,"Comedy, Ecchi, Romance, School, Seinen",TV,6.638023152893052
jungle taitei 1989,"Adventure, Drama",TV,6.511963554711405
juubee ninpuuchou ryuuhougyokuhen,"Adventure, Horror, Magic, Martial Arts, Shounen, Supernatural",TV,6.68603420133602
kakutou bijin wulong,"Action, Ecchi, Martial Arts",TV,6.542323534072078
kamen rider deno imagin anime,"Action, Adventure, Comedy, Kids, Super Power",OVA,6.480914415659062
kanamewo,"Drama, Romance, Shoujo Ai, Supernatural",ONA,6.549793858199386
kindaichi shounen no jikenbo shinigami byouin satsujin jiken,"Mystery, Shounen",Special,6.475790316378199
koharu biyori,"Comedy, Ecchi, Sci-Fi",OVA,6.653555288709066
kouchuu ouja mushiking mori no tami no densetsu,Fantasy,TV,6.492497220696032
medaka no gakkou,Comedy,OVA,6.472898062887712
megane na kanojo,"Comedy, Romance, School, Shounen",OVA,6.6248642523896795
mezzo dsa,"Action, Adventure, Comedy, Mystery, Sci-Fi",TV,6.636797771436627
occulticnine,"Mystery, Sci-Fi",TV,6.7469911740802395
oniichan dakedo ai sae areba kankeinai yo ne,"Comedy, Ecchi, Harem, Romance, School",TV,6.755237794695526
ore no imouto ga konnani kawaii wake ga nai ore no imouto ga konnani eroge na wake nai,"Comedy, Romance",Special,6.5475457929697445
passion,Music,Music,6.517183688026556
planetarium uchuu kyoudai itten no hikari,"Comedy, Sci-Fi, Seinen, Slice of Life",Movie,6.534483240657047
pokemon best wishes,"Action, Adventure, Comedy, Fantasy, Kids",TV,6.709687218298192
pokemon best wishes season 2,"Action, Adventure, Comedy, Fantasy, Kids",TV,6.6755012096562085
pokemon fushigi no dungeon toki no tankentai yami no tankentai,"Adventure, Fantasy",Special,6.591689602317713
pokemon bokutachi pichu brothers  party wa oosawagi no maki,"Adventure, Comedy, Fantasy, Kids",Special,6.594406060377189
princess princess specials,"Comedy, School, Shoujo",Special,6.4785279238432745
pyuu to fuku jaguar,"Comedy, Music, Shounen",OVA,6.4690612542520025
rokujouma no shinryakusha,"Comedy, Romance, School, Supernatural",Special,6.541539554525312
seirei tsukai no blade dance specials,"Action, Ecchi, Fantasy, School, Supernatural",Special,6.652664422217271
tamala 2010 a punk cat in space,"Comedy, Dementia, Psychological, Sci-Fi",Movie,6.542713593917693
toki wa meguru tokyo station,Slice of Life,ONA,6.533445647403232
true tears epilogue,"Drama, Music, Romance",Music,6.606555646508101
wanwan sanjuushi,"Adventure, Historical",TV,6.497025456455805
wellber no monogatari sisters of wellber,"Action, Adventure, Comedy, Drama, Fantasy, Historical",TV,6.578358556765227
ai tenshi densetsu wedding peach,"Adventure, Comedy, Magic, Romance, Shoujo",TV,6.636215523569549
aoki hagane no arpeggio ars nova  kirikumas,"Comedy, Parody",Special,6.532106837115542
bproject kodouambitious,"Music, Shoujo",TV,6.660879229488142
bakuten shoot beyblade 2002,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",TV,6.691367827108168
betterman,"Action, Adventure, Comedy, Drama, Horror, Mecha, Mystery, Psychological, Sci-Fi, Shounen",TV,6.601801780890268
chance triangle session,"Drama, Music, Slice of Life",TV,6.533863633630663
choujikuu kidan southern cross,"Action, Drama, Mecha, Sci-Fi",TV,6.548945983451368
crayon shinchan movie 16 chou arashi wo yobu kinpoko no yuusha,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,6.4852466506408675
doraemon movie boku momotarou no nanna no sa,"Adventure, Fantasy, Kids, Sci-Fi, Shounen",Movie,6.477110030642254
dragon quest dai no daibouken tachiagare aban no shito,"Action, Adventure, Fantasy, Magic, Shounen",Movie,6.481193122694954
egao,"Music, Slice of Life",Music,6.6089562132682325
eureka seven new order,"Adventure, Drama, Mecha, Romance, Sci-Fi",Special,6.578390096252901
gegege no kitarou 1985,"Comedy, Supernatural",TV,6.476584195867823
grendizer getter robo g  great mazinger kessen daikaijuu,"Action, Mecha, Sci-Fi, Shounen",Movie,6.493308234365199
highschool of the dead drifters of the dead,"Comedy, Ecchi, Supernatural",OVA,6.750382071487061
honoo no tenkousei,"Action, Comedy, Martial Arts, Parody, School, Shounen, Sports",OVA,6.527698142473503
igpx immortal grand prix,"Mecha, Sci-Fi, Shounen, Sports",TV,6.521643153041013
ikkitousen great guardians specials,"Comedy, Ecchi",Special,6.633280808094566
jungle taitei susume leo,"Adventure, Shounen",TV,6.488192657129112
katte ni kaizou specials,"Comedy, Parody, School, Sci-Fi, Shounen",Special,6.507082236819269
kita e diamond dust drops,"Drama, Romance, Slice of Life",TV,6.576321229032246
kuiba zhi shiwanhuoji,"Action, Adventure, Fantasy, Kids",Movie,6.474045588306922
kuusou kagaku sekai gulliver boy,"Action, Adventure, Fantasy, Magic, Mecha",TV,6.47543838467716
lupin iii green vs red,"Action, Comedy, Mystery, Shounen",OVA,6.547508179380639
mahou no yousei persia,"Comedy, Magic",TV,6.488300598273561
maoyuu maou yuusha kono monogatari wa daniku dake dewanai no ja,"Adventure, Demons, Fantasy, Romance",Special,6.619801549462412
metal fight beyblade vs taiyou shakunetsu no shinryakusha sol blaze,"Adventure, Comedy, Sports",Movie,6.508088777401247
mm specials,"Comedy, Ecchi, School",Special,6.674842734846217
nagato yukichan no shoushitsu,"Comedy, Romance, School, Seinen, Slice of Life",TV,6.729172469922153
nanaka 617 special,"Comedy, Drama, Romance, Shounen, Slice of Life",Special,6.4946033652659425
nurse witch komugichan magikarte,"Comedy, Magic, Parody",OVA,6.617953956366074
ore wa teppei,"Action, Shounen, Sports",TV,6.475379383852859
shamanic princess,"Action, Fantasy, Magic, Romance",OVA,6.58660826306158
sora no method,"Drama, Fantasy, School, Slice of Life",TV,6.718707358774097
sword art online ii sword art offline ii,Comedy,Special,6.669011779875413
teekyuu,"Comedy, School, Shounen, Sports",TV,6.6959816110047
tetsujin 28gou hakuchuu no zangetsu,"Action, Adventure, Mecha, Sci-Fi",Movie,6.471553530259795
the hakkenden,"Action, Adventure, Demons, Historical, Martial Arts, Samurai, Shounen",OVA,6.552701517784813
tideline blue,"Action, Adventure, Drama, Military, Shounen",TV,6.561702410803003
universe,"Fantasy, Music",Music,6.495784223319426
wooser no sono higurashi kakuseihen,"Comedy, Fantasy, Slice of Life",TV,6.5566260352339745
wooser no sono higurashi mugenhen,"Comedy, Fantasy, Slice of Life",TV,6.530108713020533
009 recyborg,"Action, Adventure, Mecha, Sci-Fi",Movie,6.599681483545654
anime de wakaru shinryounaika,"Comedy, Seinen",ONA,6.667763230029181
baka to test to shoukanjuu mondai  christmas ni tsuite kotae nasai,"Comedy, Romance",ONA,6.684042767714307
bari bari densetsu,"Action, Drama, Shounen, Sports",OVA,6.470585804815085
chikyuu bouei kazoku,"Action, Comedy, Sci-Fi, Shounen",TV,6.480281279867453
dciii da capo iii,"Drama, Ecchi, Romance, School",TV,6.649090960882315
digimon savers agumon gaomon lalamon bakuretsu jougai last battle,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Supernatural",Special,6.553377586920957
dragon ball z atsumare gokuu world,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",OVA,6.613964361069437
fatezero onegai einzbern soudanshitsu,Comedy,Special,6.66106477458462
freedom previsited,"Action, Adventure, Sci-Fi",OVA,6.5111791617382515
happylesson,"Comedy, Harem, Romance, School",OVA,6.597485339484635
hikari no densetsu,"Music, Romance, Shoujo, Sports",TV,6.51200271298413
jewelpet,"Fantasy, Magic, Shoujo",TV,6.5514097544154435
kurogane communication,"Action, Adventure, Drama, Sci-Fi",TV,6.530030138742492
kyoushirou to towa no sora specials,"Drama, Magic, Romance, Shounen",Special,6.54750228731777
mahou no star magical emi,"Comedy, Magic, Shoujo, Slice of Life",TV,6.506595153770986
medarot damashii,"Action, Adventure, Sci-Fi",TV,6.6104827573266185
mobile suit gundam age memory of eden,"Action, Drama, Mecha, Military, Sci-Fi",OVA,6.519887261576219
mouryou no hako special,"Mystery, Seinen, Supernatural, Thriller",Special,6.559291072026702
musaigen no phantom world special,"Action, Comedy, Fantasy, Supernatural",Special,6.639460782683663
nekogami yaoyorozu ohanami ghostbusters,"Comedy, Seinen, Supernatural",OVA,6.522094180127908
nezha nao hai,Kids,Movie,6.466710254199712
no game no life specials,"Ecchi, Fantasy, Game",Special,6.718403844379413
ore twintail ni narimasu,"Action, Comedy, Fantasy, Romance, School, Shounen",TV,6.722693664230956
otome wa boku ni koishiteru special,"Comedy, Romance, School",Special,6.608550167434617
persona trinity soul,"Action, Sci-Fi, Super Power",TV,6.711075539078832
sket dance sd character flash anime,"Comedy, School, Shounen",ONA,6.511764877748108
souryuuden,"Drama, Mystery, Super Power, Supernatural",OVA,6.497845792079072
spider riders oracle no yuushatachi,"Action, Adventure, Mecha",TV,6.541953066914596
tales of gekijou,Comedy,Special,6.528628567184365
teekyuu 8,"Comedy, Shounen, Sports",TV,6.547739909629552
the house,"Drama, Fantasy, Kids",Movie,6.466316982750985
time bokan series yatterman,"Adventure, Comedy, Mecha",TV,6.530067281577227
tono to issho,"Comedy, Historical, Parody, Samurai, Seinen",OVA,6.52928475389116
umi monogatari anata ga ite kureta koto,"Drama, Fantasy, Magic, Romance, Supernatural",TV,6.64209628339769
ushinawareta mirai wo motomete ushinawareta natsuyasumi wo motomete,Romance,Special,6.539111182914724
warau salesman,"Comedy, Drama, Seinen",TV,6.479868471838922
winter garden,"Drama, Romance, Shoujo, Slice of Life",Special,6.568278442379018
xiao qian,"Action, Drama, Fantasy, Romance",Movie,6.507494071281554
hacktasogare no udewa densetsu,"Adventure, Comedy, Fantasy, Game, Sci-Fi, Shounen",TV,6.70181812552984
aishite knight,"Comedy, Romance, Shoujo",TV,6.541444287277128
akage no anne green gables e no michi,"Adventure, Historical, Shoujo, Slice of Life",Movie,6.492036655212333
canaan minorikawa report 201x shanghai,"Action, Seinen",Special,6.566104826492806
choujuushin gravion zwei,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",TV,6.569623428855959
dog days11 limone resort tenbou onsen,"Ecchi, Fantasy, Magic",Special,6.500613620925059
doraemon it1s new year,"Comedy, Kids, Sci-Fi, Shounen",Special,6.472758902988297
dragon ball gt goku gaiden yuuki no akashi wa suushinchuu,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",Special,6.684932944446906
e1s otherwise,"Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural",TV,6.619890492403025
fatal fury the motion picture,"Action, Adventure, Drama, Martial Arts, Romance, Shounen",Movie,6.583712283905449
gakumon ookami shoujo wa kujikenai,"Comedy, School, Shounen",ONA,6.498149418826239
ganso tensai bakabon,"Comedy, Slice of Life",TV,6.467408186815605
ginga tetsudou 999 diamond ring no kanata e,"Adventure, Drama, Sci-Fi",Movie,6.4800718913287705
girls und panzer heartful tank disc fushou  akiyama yukari no sensha kouza,"Military, School",Special,6.497687731234721
gun frontier,"Action, Adventure, Drama, Historical, Sci-Fi, Seinen",TV,6.555941004425153
hagure yuusha no aesthetica hajirai ippai,"Comedy, Ecchi",Special,6.654617919188178
hakugei densetsu,"Adventure, Sci-Fi",TV,6.496058408465942
haou taikei ryuu knight,"Action, Adventure, Fantasy, Mecha",TV,6.500749107911156
hikyou tanken fam amp ihrlie,"Action, Adventure, Comedy, Fantasy, Magic",OVA,6.545867493346
ikkitousen xtreme xecutor specials,"Comedy, Ecchi",Special,6.597248940001709
jetter mars,"Action, Drama, Mecha, Sci-Fi",TV,6.470109115177509
kemeko deluxe,"Action, Comedy, Ecchi, Romance, School, Sci-Fi, Shounen",TV,6.674466939627121
koihimemusou ova,"Comedy, Fantasy, School",OVA,6.589957741149465
line offline salaryman,Comedy,TV,6.491357995656376
mach gogogo,"Adventure, Cars, Shounen, Sports",TV,6.574734060089826
mahou no princess minky momo yume no naka no rondo,"Magic, Shoujo",OVA,6.477749297574008
majokko meguchan,"Magic, Shoujo",TV,6.4901126461263985
mama wa poyopoyo saurus ga osuki,"Comedy, Kids, Slice of Life",TV,6.4691381642455665
nanaka 617,"Comedy, Drama, Romance, Shounen, Slice of Life",TV,6.56836180453783
persona 4 the golden animation,"Adventure, Mystery, School, Sci-Fi, Super Power, Supernatural",TV,6.693380499974717
pokemon xy hakai no mayu to diancie,"Adventure, Fantasy, Kids",Movie,6.603133070894243
pokemon ash1s journey,"Fantasy, Kids",Movie,6.553811071753318
princess tutu recaps,"Comedy, Magic, Romance, Shoujo",Special,6.545366722254744
ranpo kitan game of laplace,Mystery,TV,6.713889192545858
seikoku no dragonar,"Comedy, Ecchi, Fantasy, School",TV,6.720247545398026
shadow skill 1996,"Adventure, Drama, Fantasy, Shounen",OVA,6.532616532241239
shigofumi picture drama,Comedy,Special,6.525415937649571
space cobra pilot,"Action, Adventure, Sci-Fi, Space",Special,6.483417891513732
stratos 4,"Comedy, Military, Sci-Fi, Shounen",TV,6.58176097957284
takarajima memorial yuunagi to yobareta otoko,"Adventure, Drama, Historical, Mystery, Supernatural",OVA,6.47388759112732
transformers galaxy force,"Adventure, Mecha, Sci-Fi, Shounen",TV,6.525159123398742
utakata hanabi,Music,Music,6.495776980769376
wild arms twilight venom,"Action, Adventure, Fantasy, Magic, Sci-Fi, Vampire",TV,6.5561869427424355
yama no susume kabette kowakunai no,"Comedy, Slice of Life",Special,6.591167454144067
hackliminality,"Game, Mystery, Sci-Fi",OVA,6.6612549440936935
3 choume no tama uchi no tama shirimasenka,Adventure,TV,6.484894735870518
amazing nuts,"Adventure, Music, Police, Romance, Sci-Fi",Music,6.574925364700416
bakusou kyoudai let1s amp go max,"Cars, Shounen, Sports",TV,6.498893709548372
blue dragon tenkai no shichi ryuu,"Adventure, Comedy, Fantasy, Supernatural",TV,6.5750994508542675
coyote ragtime show,"Action, Adventure, Comedy, Mecha, Sci-Fi, Shounen",TV,6.621800131076117
dokonjou gaeru,"Comedy, Slice of Life",TV,6.469610736219185
doraemon it1s winter,"Adventure, Comedy, Fantasy, Kids, Shounen",Special,6.47252195087249
doraemon treasure of the shinugumi mountain,"Adventure, Comedy, Fantasy, Kids, Shounen",Special,6.470351303283708
fluximation,Music,Music,6.512667677052152
freezing specials,"Action, Comedy, Ecchi",Special,6.669261885884581
gasaraki,"Drama, Mecha, Military, Psychological, Supernatural",TV,6.608555760657213
honoo no mirage,"Action, Drama, Historical, Romance, School, Shounen Ai, Supernatural",TV,6.620734168510894
kanokon,"Comedy, Ecchi, Harem, Romance, School, Shounen, Slice of Life, Supernatural",TV,6.7198225544649794
kanokon manatsu no dai shanikusai,"Ecchi, Romance, Slice of Life",OVA,6.664605132250923
ketsuekigatakun 2,Comedy,TV,6.513152683714867
koro no dai sanpo,Adventure,Special,6.487031133210011
kuro ga ita natsu,"Drama, Historical",Movie,6.468672363761438
love get chu,"Comedy, Romance",TV,6.5648651434820655
love live x watering kissmint collaboration cm,Music,Special,6.500732708618387
madou king granzort saigo no magical taisen,"Action, Comedy, Fantasy, Magic, Mecha, Sci-Fi, Shounen",OVA,6.465023600679715
pokonyan,"Comedy, Fantasy, Kids, Magic",TV,6.4678389626057955
queen1s blade utsukushiki toushitachi,"Action, Adventure, Ecchi, Fantasy",OVA,6.613376989842843
ryuugajou nanana no maizoukin tv specials,Comedy,Special,6.537732700332583
sacred seven,"Action, School, Sci-Fi, Super Power",TV,6.693026262131701
sasamisanganbaranai,"Comedy, Romance, Supernatural",TV,6.6991599549497725
sensei no ojikan doki doki school hours ova,"Comedy, School",OVA,6.495994414151901
shirayuki hime no densetsu,"Adventure, Fantasy, Romance",TV,6.496998185187934
sky girls ova,"Mecha, Military, Sci-Fi",OVA,6.564263066757293
spirit of wonder chinasan no yuuutsu,"Romance, Sci-Fi, Seinen",OVA,6.506824837523755
superflat monogram,"Adventure, Fantasy",Special,6.5546564738370385
tokyo underground,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",TV,6.642889823832638
white album,"Drama, Harem, Music, Romance",TV,6.698354402352705
wish,Music,Music,6.560076021914905
hackquantum sore ike bokura no chimuchimuchan,"Comedy, Game",Special,6.555624618947817
alps monogatari watashi no annette,"Drama, Historical, Slice of Life",TV,6.50044530334624
appleseed xiii remix movie 1 yuigon,"Action, Mecha, Military, Police, Sci-Fi",Movie,6.51720251008053
ashita genki ni nare hanbun no satsumaimo,Drama,Movie,6.469252714175067
baby baachan,"Comedy, Drama",TV,6.469966847324353
bloodc,"Action, Horror, School, Supernatural, Vampire",TV,6.709972291515795
buzzer beater,"Shounen, Sports",TV,6.58671434986423
dagashi kashi,"Comedy, Shounen, Slice of Life",TV,6.713451779602319
dna² ova,"Comedy, Drama, Sci-Fi",OVA,6.583135491966706
dr slump movie 02 quothoyoyoquot uchuu daibouken,"Comedy, Sci-Fi, Shounen",Movie,6.474883386184774
element hunters,"Sci-Fi, Shounen",TV,6.591930910586536
fusha no sha,"Adventure, Historical, Martial Arts, Samurai, Supernatural",Movie,6.471200600421039
ghost in the shell stand alone complex  tachikoma no hibi fan disc,"Comedy, Mecha, Sci-Fi",Special,6.526727969217475
ghost in the shell the new movie virtual reality diver,"Police, Sci-Fi, Seinen",Special,6.51685842598693
gokujou mecha mote iinchou,"Comedy, Romance, School, Shoujo",TV,6.5417027651686235
helen keller monogatari ai to hikari no tenshi,Drama,Movie,6.466735792541673
hoshi no kirby,"Action, Adventure, Comedy, Fantasy, Parody",TV,6.600971520850109
hyakka ryouran samurai girls specials,Ecchi,Special,6.627037356832435
inochi no chikyuu dioxin no natsu,Drama,Movie,6.468080624006007
juubeechan lovely gantai no himitsu,"Action, Adventure, Comedy, Drama, Shounen",TV,6.607827542307034
kage kara mamoru,"Comedy, Romance, Shounen",TV,6.6335816746688785
kämpfer,"Action, Comedy, Ecchi, Romance, School, Shoujo Ai, Super Power",TV,6.7135750823131835
ko seiki beast sanjuushi,"Adventure, Comedy, Fantasy, Mecha, Shounen, Supernatural",OVA,6.489212280245215
meitantei holmes aoi ruby no maki  kaitei no zaihou no maki,"Adventure, Comedy, Mystery",Movie,6.472603729695863
midori no makibao,"Comedy, Sports",TV,6.472111774245126
nekogami yaoyorozu,"Comedy, Seinen, Slice of Life, Supernatural",TV,6.61314568338442
ohayo spank,"Comedy, Slice of Life",TV,6.4842968322571215
osomatsusan short film series,"Comedy, Parody",Special,6.524972260698241
ougon bat,"Action, Sci-Fi, Super Power",TV,6.471017592460935
project ako 2 daitokuji zaibatsu no inbou,"Action, Comedy, Mecha, Sci-Fi, Super Power",OVA,6.522062060813594
queen1s blade gyokuza wo tsugu mono,"Action, Adventure, Ecchi, Fantasy",TV,6.667024568222526
saber marionette r,"Action, Comedy, Harem, Mecha, Sci-Fi",OVA,6.551732365466297
sasuga no sarutobi,"Action, Adventure, Comedy, Martial Arts, Romance, Sports",TV,6.471981999574356
shin ace wo nerae,"Drama, Romance, School, Shoujo, Sports",TV,6.4740172888438146
shin cutey honey,"Adventure, Comedy, Ecchi, Magic, Sci-Fi",OVA,6.53138930490942
shin koihimemusou live revolution,"Ecchi, Music",OVA,6.53320358852927
shounan bakusouzoku,"Action, Comedy, Shounen",OVA,6.4704144540067645
the hakkenden shin shou,"Action, Adventure, Demons, Historical, Martial Arts, Samurai, Shounen",OVA,6.487687443078526
time bokan,"Adventure, Comedy, Mecha",TV,6.480809987147239
tondemo senshi muteking,"Action, Comedy, Kids, Magic, Mecha, Sci-Fi, Shounen, Super Power",TV,6.465595415405405
tono to issho gantai no yabou,"Comedy, Historical, Parody, Samurai, Seinen",TV,6.5060207188337245
toushi gordian,"Action, Mecha, Sci-Fi",TV,6.467409930120947
tsuyokiss,"Comedy, Romance, School, Slice of Life",TV,6.619177069457953
usavich special,"Adventure, Comedy",Special,6.492733285309653
yami to boushi to hon no tabibito,"Adventure, Ecchi, Fantasy, Magic, Mystery, Shoujo Ai",TV,6.6406424938226145
akihabara dennougumi,"Adventure, Mecha, Sci-Fi, Shoujo",TV,6.535570895411623
alps no shoujo heidi heidi to clarahen,"Drama, Historical, Slice of Life",Movie,6.47721368218002
bakuretsu hunters ova,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, Shounen, Super Power",OVA,6.532075739993211
bannou bunka nekomusume specials,"Action, Adventure, Comedy, Mecha, Sci-Fi, Seinen",Special,6.4826514609027015
battle spirits heroes,"Action, Shounen",TV,6.479209169770707
blue seed 15,"Comedy, Romance, Sci-Fi",OVA,6.490930805062696
bomberman bdaman bakugaiden,"Comedy, Sci-Fi, Shounen",TV,6.492890282171707
choujuu kishin dancougar god bless dancougar,"Action, Mecha, Sci-Fi",OVA,6.476014145036641
chrno crusade az demo wakaru chrno crusade kouza,"Adventure, Comedy, Demons, Historical, Supernatural",Special,6.58243596566777
cutey honey f,"Action, Adventure, Comedy, Magic, Romance, Sci-Fi, Shoujo",TV,6.529303610424066
digimon savers the movie kyuukyoku power burst mode hatsudou,"Action, Adventure, Comedy, Fantasy, Shounen",Movie,6.578013982045475
dirty pair flash 3,"Action, Adventure, Comedy, Ecchi, Police, Sci-Fi",OVA,6.493536012819481
dr slump movie 01 aralechan hello fushigi shima,"Comedy, Sci-Fi, Shounen",Movie,6.4818731939213805
dr slump movie 04 aralechan hoyoyo nanaba shiro no hihou,"Comedy, Sci-Fi, Shounen",Movie,6.476471362833692
dragon ball gt,"Action, Adventure, Comedy, Fantasy, Magic, Sci-Fi, Shounen, Super Power",TV,6.709541012494899
dragon quest dai no daibouken buchiyabure shinsei 6 daishougun,"Action, Adventure, Fantasy, Magic, Shounen",Movie,6.477666419449484
duel masters cross,"Action, Adventure, Comedy, Shounen",TV,6.485179567072829
entaku no kishi monogatari moero arthur,"Adventure, Drama, Historical, Romance",TV,6.4745833563036275
genji monogatari,"Drama, Historical, Romance",Movie,6.518042135430296
ghost in the shell arise  another mission,"Action, Mecha, Police, Sci-Fi",Special,6.566656511475022
golgo 13 queen bee,"Action, Adventure, Drama, Military, Seinen",OVA,6.543203719588343
hanaukyou maidtai,"Comedy, Ecchi, Harem, Romance",TV,6.6333818546190555
harukanaru toki no naka de hachiyou shou ova,"Comedy, Demons, Fantasy, Historical, Shoujo, Supernatural",OVA,6.4914820127506525
hibike euphonium suisougakubu no nichijou,"Comedy, Music, School",Special,6.6059468403977455
hidamari sketch chou hidamatsuri special,Comedy,Special,6.494487455271788
inugamisan to nekoyamasan,"Comedy, School, Shoujo Ai",TV,6.665523731886835
juushin liger,"Action, Mecha, Sci-Fi",TV,6.473775742697526
k missing kings  manner movie,Comedy,Movie,6.52539589752292
kamui no ken,"Adventure, Drama, Fantasy, Historical, Shounen",Movie,6.518091679431744
m3 sono kuroki hagane,"Action, Drama, Mecha, Mystery, Psychological, Sci-Fi",TV,6.66829465903947
